,Sentences,Corresponding_words,Unnamed: 0
11388,"Cruises are available from the Bhansi Ghat, which is near the CityPalace.","['Cruises', 'are', 'available', 'from', 'the', 'Bhansi', 'Ghat', ',', 'which', 'is', 'near', 'the', 'CityPalace', '.']",11388.0
13037,We have paid ours off all the way down to zero.,"['We', 'have', 'paid', 'ours', 'off', 'all', 'the', 'way', 'down', 'to', 'zero', '.']",13037.0
18663,The paper doesn't employ any journalists.,"['The', 'paper', 'does', ""n't"", 'employ', 'any', 'journalists', '.']",18663.0
17223,The girl touched her forehead.,"['The', 'girl', 'touched', 'her', 'forehead', '.']",17223.0
8345,You would have a prescription.,"['You', 'would', 'have', 'a', 'prescription', '.']",8345.0
1776,Who are these sons of eggs?,"['Who', 'are', 'these', 'sons', 'of', 'eggs', '?']",1776.0
9180,Some bugs are hell to track down.,"['Some', 'bugs', 'are', 'hell', 'to', 'track', 'down', '.']",9180.0
15637,The reliability of impressions simply can't be measured by tabulating meetings to any degree.,"['The', 'reliability', 'of', 'impressions', 'simply', 'ca', ""n't"", 'be', 'measured', 'by', 'tabulating', 'meetings', 'to', 'any', 'degree', '.']",15637.0
6809,The damage will be fixed next week.,"['The', 'damage', 'will', 'be', 'fixed', 'next', 'week', '.']",6809.0
15805,There is a question where the real Japan lies.,"['There', 'is', 'a', 'question', 'where', 'the', 'real', 'Japan', 'lies', '.']",15805.0
8027,The Wag Wag River was named as such because it resembles a dog's tail.,"['The', 'Wag', 'Wag', 'River', 'was', 'named', 'as', 'such', 'because', 'it', 'resembles', 'a', 'dog', ""'s"", 'tail', '.']",8027.0
937,She claimed not to be sentimental.,"['She', 'claimed', 'not', 'to', 'be', 'sentimental', '.']",937.0
8305,He was in tip-top condition.,"['He', 'was', 'in', 'tip', '-', 'top', 'condition', '.']",8305.0
1327,"You wouldn't like to visit historic places, museums, and art galleries, would you?","['You', 'would', ""n't"", 'like', 'to', 'visit', 'historic', 'places', ',', 'museums', ',', 'and', 'art', 'galleries', ',', 'would', 'you', '?']",1327.0
9810,yeah yeah i i went i went off to school wanting to either be a high school algebra teacher or high school French teacher because my two favorite people in the in high school were my algebra teacher and French teacher and uh and i was going to do that until the end of our sophomore year when we wanted uh we came time to sign up for majors and i had taken chemistry for the first time that year and surprised myself i did well in it,"['yeah', 'yeah', 'i', 'i', 'went', 'i', 'went', 'off', 'to', 'school', 'wanting', 'to', 'either', 'be', 'a', 'high', 'school', 'algebra', 'teacher', 'or', 'high', 'school', 'French', 'teacher', 'because', 'my', 'two', 'favorite', 'people', 'in', 'the', 'in', 'high', 'school', 'were', 'my', 'algebra', 'teacher', 'and', 'French', 'teacher', 'and', 'uh', 'and', 'i', 'was', 'going', 'to', 'do', 'that', 'until', 'the', 'end', 'of', 'our', 'sophomore', 'year', 'when', 'we', 'wanted', 'uh', 'we', 'came', 'time', 'to', 'sign', 'up', 'for', 'majors', 'and', 'i', 'had', 'taken', 'chemistry', 'for', 'the', 'first', 'time', 'that', 'year', 'and', 'surprised', 'myself', 'i', 'did', 'well', 'in', 'it']",9810.0
7094,"At Gatehouse, in Kent.","['At', 'Gatehouse', ',', 'in', 'Kent', '.']",7094.0
10689,They thought than more attention would make it harder to hide.,"['They', 'thought', 'than', 'more', 'attention', 'would', 'make', 'it', 'harder', 'to', 'hide', '.']",10689.0
8338,Mallorca prospered.,"['Mallorca', 'prospered', '.']",8338.0
1975,Mainichi Shimbun approved of Keizo Obuchi's efforts toward improving the economy.,"['Mainichi', 'Shimbun', 'approved', 'of', 'Keizo', 'Obuchi', ""'s"", 'efforts', 'toward', 'improving', 'the', 'economy', '.']",1975.0
18948,"On various episodes he is a member, along with Bluebeard and the Grim Reaper, of the Jury of the Damned; he takes part in a snake-bludgeoning (in a scandal exposed by a Bob Woodward book); his enemies list is used for dastardly purposes; even his dog Checkers is said to be bound for hell.","['On', 'various', 'episodes', 'he', 'is', 'a', 'member', ',', 'along', 'with', 'Bluebeard', 'and', 'the', 'Grim', 'Reaper', ',', 'of', 'the', 'Jury', 'of', 'the', 'Damned', ';', 'he', 'takes', 'part', 'in', 'a', 'snake', '-', 'bludgeoning', '(', 'in', 'a', 'scandal', 'exposed', 'by', 'a', 'Bob', 'Woodward', 'book', ')', ';', 'his', 'enemies', 'list', 'is', 'used', 'for', 'dastardly', 'purposes', ';', 'even', 'his', 'dog', 'Checkers', 'is', 'said', 'to', 'be', 'bound', 'for', 'hell', '.']",18948.0
5310,"It was like looking into a mirror, except infinitely more realistic.","['It', 'was', 'like', 'looking', 'into', 'a', 'mirror', ',', 'except', 'infinitely', 'more', 'realistic', '.']",5310.0
13737,The roller coaster ride was a traumatic experience for me.,"['The', 'roller', 'coaster', 'ride', 'was', 'a', 'traumatic', 'experience', 'for', 'me', '.']",13737.0
7259,Sweat built up upon his face.,"['Sweat', 'built', 'up', 'upon', 'his', 'face', '.']",7259.0
5461,The number of boil makers will decrease drastically as expected.,"['The', 'number', 'of', 'boil', 'makers', 'will', 'decrease', 'drastically', 'as', 'expected', '.']",5461.0
11527,We need to talk a lot.,"['We', 'need', 'to', 'talk', 'a', 'lot', '.']",11527.0
13493,The knowledge and skills of the nation's work have an influence on the economic growth of the nation.,"['The', 'knowledge', 'and', 'skills', 'of', 'the', 'nation', ""'s"", 'work', 'have', 'an', 'influence', 'on', 'the', 'economic', 'growth', 'of', 'the', 'nation', '.']",13493.0
14301,That will be a musician but before it was an orange.,"['That', 'will', 'be', 'a', 'musician', 'but', 'before', 'it', 'was', 'an', 'orange', '.']",14301.0
7294,I felt like a rat.,"['I', 'felt', 'like', 'a', 'rat', '.']",7294.0
6912,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,"['They', 'managed', 'to', 'control', 'much', 'of', 'the', 'country', 'for', 'nearly', 'a', 'century', 'before', 'the', 'Muslim', 'leader', 'Saladin', '(', 'Salah', '-', 'ad', '-', 'Din', ')', 'defeated', 'them', 'in', '1187', '.']",6912.0
16743,Everyone is content with the change of public health programs.,"['Everyone', 'is', 'content', 'with', 'the', 'change', 'of', 'public', 'health', 'programs', '.']",16743.0
15911,He refused to give it to her when she told him to.,"['He', 'refused', 'to', 'give', 'it', 'to', 'her', 'when', 'she', 'told', 'him', 'to', '.']",15911.0
19821,Tapas are large portions and are a very filling meal.,"['Tapas', 'are', 'large', 'portions', 'and', 'are', 'a', 'very', 'filling', 'meal', '.']",19821.0
239,"Adrin's arms were tangled, keeping his blades away from Kal.","['Adrin', ""'s"", 'arms', 'were', 'tangled', ',', 'keeping', 'his', 'blades', 'away', 'from', 'Kal', '.']",239.0
5725,"The chauffeur would like to help, but he is not allowed to leave the car.","['The', 'chauffeur', 'would', 'like', 'to', 'help', ',', 'but', 'he', 'is', 'not', 'allowed', 'to', 'leave', 'the', 'car', '.']",5725.0
11162,"But the state does arguably have an interest, compatible with the First Amendment, in stipulating the way those media are used, and Fiss' discussion of those issues is the least aggravating in his book.","['But', 'the', 'state', 'does', 'arguably', 'have', 'an', 'interest', ',', 'compatible', 'with', 'the', 'First', 'Amendment', ',', 'in', 'stipulating', 'the', 'way', 'those', 'media', 'are', 'used', ',', 'and', 'Fiss', ""'"", 'discussion', 'of', 'those', 'issues', 'is', 'the', 'least', 'aggravating', 'in', 'his', 'book', '.']",11162.0
4943,Starr has never investigated Clinton.,"['Starr', 'has', 'never', 'investigated', 'Clinton', '.']",4943.0
18400,"It's a great novelty, but very expensive.","['It', ""'s"", 'a', 'great', 'novelty', ',', 'but', 'very', 'expensive', '.']",18400.0
14835,Professor Rogers has always been a clerk to him.,"['Professor', 'Rogers', 'has', 'always', 'been', 'a', 'clerk', 'to', 'him', '.']",14835.0
3640,"Strom Thurmond , R-S.C., celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now.","['Strom', 'Thurmond', ',', 'R', '-', 'S.C.', ',', 'celebrated', 'his', '95', 'th', 'birthday', 'by', 'announcing', 'that', 'he', 'will', 'relinquish', 'the', 'chairmanship', 'of', 'the', 'Senate', 'Armed', 'Services', 'Committee', 'a', 'year', 'from', 'now', '.']",3640.0
8648,"The loss of technical competence through downsizing was sufficiently pervasive that FFC, in conjunction with TBR and the NAVFAC, conducted the Government/Industry Forum on Capital Facilities and Core Competencies in March 1998.","['The', 'loss', 'of', 'technical', 'competence', 'through', 'downsizing', 'was', 'sufficiently', 'pervasive', 'that', 'FFC', ',', 'in', 'conjunction', 'with', 'TBR', 'and', 'the', 'NAVFAC', ',', 'conducted', 'the', 'Government', '/', 'Industry', 'Forum', 'on', 'Capital', 'Facilities', 'and', 'Core', 'Competencies', 'in', 'March', '1998', '.']",8648.0
2447,The rate of processing is way higher than the rate of housing to upset the system.,"['The', 'rate', 'of', 'processing', 'is', 'way', 'higher', 'than', 'the', 'rate', 'of', 'housing', 'to', 'upset', 'the', 'system', '.']",2447.0
763,It's your turn.,"['It', ""'s"", 'your', 'turn', '.']",763.0
10051,The interim rule went through some review.,"['The', 'interim', 'rule', 'went', 'through', 'some', 'review', '.']",10051.0
9032,made it yeah made it all the way through four years of college playing ball but,"['made', 'it', 'yeah', 'made', 'it', 'all', 'the', 'way', 'through', 'four', 'years', 'of', 'college', 'playing', 'ball', 'but']",9032.0
1453,Auditors do not need to be proficient in AICPA standards,"['Auditors', 'do', 'not', 'need', 'to', 'be', 'proficient', 'in', 'AICPA', 'standards']",1453.0
804,"As for the divisive issue of whether the Mass is a sacrifice for the remission of sins, the statement affirms that Christ's death upon the cross ...","['As', 'for', 'the', 'divisive', 'issue', 'of', 'whether', 'the', 'Mass', 'is', 'a', 'sacrifice', 'for', 'the', 'remission', 'of', 'sins', ',', 'the', 'statement', 'affirms', 'that', 'Christ', ""'s"", 'death', 'upon', 'the', 'cross', '...']",804.0
809,A chick must hatch from an egg.,"['A', 'chick', 'must', 'hatch', 'from', 'an', 'egg', '.']",809.0
17681,It doesn't hold many people.,"['It', 'does', ""n't"", 'hold', 'many', 'people', '.']",17681.0
4930,The thing started to grow brighter.,"['The', 'thing', 'started', 'to', 'grow', 'brighter', '.']",4930.0
16679,I would love to listen to more of it.,"['I', 'would', 'love', 'to', 'listen', 'to', 'more', 'of', 'it', '.']",16679.0
4455,Indeed we got away from the original subject.,"['Indeed', 'we', 'got', 'away', 'from', 'the', 'original', 'subject', '.']",4455.0
5544,Do you think I should be concerned?,"['Do', 'you', 'think', 'I', 'should', 'be', 'concerned', '?']",5544.0
18771,I could get along with having six hours of sleep every night.,"['I', 'could', 'get', 'along', 'with', 'having', 'six', 'hours', 'of', 'sleep', 'every', 'night', '.']",18771.0
9857,I'm good for one million dollars.,"['I', ""'m"", 'good', 'for', 'one', 'million', 'dollars', '.']",9857.0
4417,He charged Jon with a bloody knife.,"['He', 'charged', 'Jon', 'with', 'a', 'bloody', 'knife', '.']",4417.0
12999,You do not know.,"['You', 'do', 'not', 'know', '.']",12999.0
18148,"The main funding source for Maryland's legal services to the poor has fallen on hard times, and advocates are preparing to seek unprecedented state financial help - even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide.","['The', 'main', 'funding', 'source', 'for', 'Maryland', ""'s"", 'legal', 'services', 'to', 'the', 'poor', 'has', 'fallen', 'on', 'hard', 'times', ',', 'and', 'advocates', 'are', 'preparing', 'to', 'seek', 'unprecedented', 'state', 'financial', 'help', '-', 'even', 'as', 'they', 'keep', 'an', 'eye', 'on', 'a', 'legal', 'challenge', 'that', 'threatens', 'to', 'cut', 'off', 'a', 'main', 'source', 'of', 'funding', 'for', 'such', 'services', 'nationwide', '.']",18148.0
13658,Bork shuddered.,"['Bork', 'shuddered', '.']",13658.0
13593,The speculation was proven false.,"['The', 'speculation', 'was', 'proven', 'false', '.']",13593.0
16143,"He walked quickly after them, having gained considerably upon rounding the corner.","['He', 'walked', 'quickly', 'after', 'them', ',', 'having', 'gained', 'considerably', 'upon', 'rounding', 'the', 'corner', '.']",16143.0
18289,A lot of trays are small and useless.,"['A', 'lot', 'of', 'trays', 'are', 'small', 'and', 'useless', '.']",18289.0
12872,Yet Mrs. Inglethorp ordered a fire!,"['Yet', 'Mrs.', 'Inglethorp', 'ordered', 'a', 'fire', '!']",12872.0
14353,It was worth the money for the time.,"['It', 'was', 'worth', 'the', 'money', 'for', 'the', 'time', '.']",14353.0
10165,Thorn told us to leave the children to die.,"['Thorn', 'told', 'us', 'to', 'leave', 'the', 'children', 'to', 'die', '.']",10165.0
8934,"To the sociologists' speculations, add mine.","['To', 'the', 'sociologists', ""'"", 'speculations', ',', 'add', 'mine', '.']",8934.0
7118,"On Naxos, you can walk through the pretty villages of the Tragea Valley and the foothills of Mount Zas, admiring Byzantine churches and exploring olive groves at your leisure.","['On', 'Naxos', ',', 'you', 'can', 'walk', 'through', 'the', 'pretty', 'villages', 'of', 'the', 'Tragea', 'Valley', 'and', 'the', 'foothills', 'of', 'Mount', 'Zas', ',', 'admiring', 'Byzantine', 'churches', 'and', 'exploring', 'olive', 'groves', 'at', 'your', 'leisure', '.']",7118.0
11614,"He wanted silk and encouraged the Dutch and British as good, nonproselytizing Protestants just interested in trade.","['He', 'wanted', 'silk', 'and', 'encouraged', 'the', 'Dutch', 'and', 'British', 'as', 'good', ',', 'nonproselytizing', 'Protestants', 'just', 'interested', 'in', 'trade', '.']",11614.0
17373,Reality is so bland that the garbage business gets spiced up.,"['Reality', 'is', 'so', 'bland', 'that', 'the', 'garbage', 'business', 'gets', 'spiced', 'up', '.']",17373.0
11232,From Port-Louis all the way down Grande Terre's west coast to Pointe Pitre there extend vast mangrove swamps.,"['From', 'Port', '-', 'Louis', 'all', 'the', 'way', 'down', 'Grande', 'Terre', ""'s"", 'west', 'coast', 'to', 'Pointe', 'Pitre', 'there', 'extend', 'vast', 'mangrove', 'swamps', '.']",11232.0
1207,Tommy handed Tuppence a red notebook.,"['Tommy', 'handed', 'Tuppence', 'a', 'red', 'notebook', '.']",1207.0
2693,"On top is a lake, there aren't any plateaus there.","['On', 'top', 'is', 'a', 'lake', ',', 'there', 'are', ""n't"", 'any', 'plateaus', 'there', '.']",2693.0
6554,"The show, which begins each evening at 9:00 p.m. , relates in melodramatic fashion the history of Istanbul while coloured floodlights illuminate the spectacular architecture of the Blue Mosque.","['The', 'show', ',', 'which', 'begins', 'each', 'evening', 'at', '9:00', 'p.m.', ',', 'relates', 'in', 'melodramatic', 'fashion', 'the', 'history', 'of', 'Istanbul', 'while', 'coloured', 'floodlights', 'illuminate', 'the', 'spectacular', 'architecture', 'of', 'the', 'Blue', 'Mosque', '.']",6554.0
12383,Your foundation is a slab.,"['Your', 'foundation', 'is', 'a', 'slab', '.']",12383.0
10096,One large multinational corporation uses atechnical facilitators- to support its initiatives.,"['One', 'large', 'multinational', 'corporation', 'uses', 'atechnical', 'facilitators-', 'to', 'support', 'its', 'initiatives', '.']",10096.0
5169,I am addicted to shopping online with my plastic credit card.,"['I', 'am', 'addicted', 'to', 'shopping', 'online', 'with', 'my', 'plastic', 'credit', 'card', '.']",5169.0
4343,And I totally agree with that too.,"['And', 'I', 'totally', 'agree', 'with', 'that', 'too', '.']",4343.0
2992,"A newly unified Christian Spain under the Catholic Monarchs, Ferdinand and Isabella, completed the Reconquest, defeating the only Moorish enclave left on the Iberian peninsula, Granada, in 1492.","['A', 'newly', 'unified', 'Christian', 'Spain', 'under', 'the', 'Catholic', 'Monarchs', ',', 'Ferdinand', 'and', 'Isabella', ',', 'completed', 'the', 'Reconquest', ',', 'defeating', 'the', 'only', 'Moorish', 'enclave', 'left', 'on', 'the', 'Iberian', 'peninsula', ',', 'Granada', ',', 'in', '1492', '.']",2992.0
9565,"It takes a long time to build trust, but a short time to lose it.","['It', 'takes', 'a', 'long', 'time', 'to', 'build', 'trust', ',', 'but', 'a', 'short', 'time', 'to', 'lose', 'it', '.']",9565.0
14855,Just 10 pieces paying.,"['Just', '10', 'pieces', 'paying', '.']",14855.0
7743,"In July 2009, there was personal communication between P. Croteau and Babcock Borsig Power.","['In', 'July', '2009', ',', 'there', 'was', 'personal', 'communication', 'between', 'P.', 'Croteau', 'and', 'Babcock', 'Borsig', 'Power', '.']",7743.0
15414,"San'doro didn't make it sound hypothetical, thought Jon.","[""San'doro"", 'did', ""n't"", 'make', 'it', 'sound', 'hypothetical', ',', 'thought', 'Jon', '.']",15414.0
14243,Emeralds?,"['Emeralds', '?']",14243.0
3177,People sacrifice their lives for farmers and slaves.,"['People', 'sacrifice', 'their', 'lives', 'for', 'farmers', 'and', 'slaves', '.']",3177.0
10367,A sun umbrella might help those who really need shade everywhere.,"['A', 'sun', 'umbrella', 'might', 'help', 'those', 'who', 'really', 'need', 'shade', 'everywhere', '.']",10367.0
1919,Everything is fine and I have nothing on my mind.,"['Everything', 'is', 'fine', 'and', 'I', 'have', 'nothing', 'on', 'my', 'mind', '.']",1919.0
1892,well yeah that really is scary,"['well', 'yeah', 'that', 'really', 'is', 'scary']",1892.0
6327,The owl band was well known for its music abilities.,"['The', 'owl', 'band', 'was', 'well', 'known', 'for', 'its', 'music', 'abilities', '.']",6327.0
6220,She had the pathetic aggression of a wife or mother--to Bunt there was no difference.,"['She', 'had', 'the', 'pathetic', 'aggression', 'of', 'a', 'wife', 'or', 'mother', '--', 'to', 'Bunt', 'there', 'was', 'no', 'difference', '.']",6220.0
14998,in our town of five thousand we have one that is uh local FM AM station and their news is fed from CNN too uh it's more of uh,"['in', 'our', 'town', 'of', 'five', 'thousand', 'we', 'have', 'one', 'that', 'is', 'uh', 'local', 'FM', 'AM', 'station', 'and', 'their', 'news', 'is', 'fed', 'from', 'CNN', 'too', 'uh', 'it', ""'s"", 'more', 'of', 'uh']",14998.0
18622,to see this kind of thing and you know if you can do any any little bit it helps so,"['to', 'see', 'this', 'kind', 'of', 'thing', 'and', 'you', 'know', 'if', 'you', 'can', 'do', 'any', 'any', 'little', 'bit', 'it', 'helps', 'so']",18622.0
9174,"1 Lower and upper PMSD bounds were determined from the 10th and 90th percentile, respectively, of PMSD data from EPA's WET Interlaboratory Variability Study (USEPA, 2001a; USEPA, 2001b).","['1', 'Lower', 'and', 'upper', 'PMSD', 'bounds', 'were', 'determined', 'from', 'the', '10th', 'and', '90th', 'percentile', ',', 'respectively', ',', 'of', 'PMSD', 'data', 'from', 'EPA', ""'s"", 'WET', 'Interlaboratory', 'Variability', 'Study', '(', 'USEPA', ',', '2001a', ';', 'USEPA', ',', '2001b', ')', '.']",9174.0
18707,They cannot restrict timing of the release of the product.,"['They', 'can', 'not', 'restrict', 'timing', 'of', 'the', 'release', 'of', 'the', 'product', '.']",18707.0
11631,You are actually the Desert Ghost.,"['You', 'are', 'actually', 'the', 'Desert', 'Ghost', '.']",11631.0
9531,The Social Security program involves only one of the accounts.,"['The', 'Social', 'Security', 'program', 'involves', 'only', 'one', 'of', 'the', 'accounts', '.']",9531.0
4719,Bill Archer has never held government office in his entire life.,"['Bill', 'Archer', 'has', 'never', 'held', 'government', 'office', 'in', 'his', 'entire', 'life', '.']",4719.0
14586,Vatican II gave rise to a less hierarchical and more outward-looking Catholicism and set the stage for once-unthinkable innovations like plainclothes nuns and the celebration of the Mass in English and other modern languages.,"['Vatican', 'II', 'gave', 'rise', 'to', 'a', 'less', 'hierarchical', 'and', 'more', 'outward', '-', 'looking', 'Catholicism', 'and', 'set', 'the', 'stage', 'for', 'once', '-', 'unthinkable', 'innovations', 'like', 'plainclothes', 'nuns', 'and', 'the', 'celebration', 'of', 'the', 'Mass', 'in', 'English', 'and', 'other', 'modern', 'languages', '.']",14586.0
19373,They watch too much television.,"['They', 'watch', 'too', 'much', 'television', '.']",19373.0
14341,A grant is a sum of money.,"['A', 'grant', 'is', 'a', 'sum', 'of', 'money', '.']",14341.0
15391,The village has nowhere to dine.,"['The', 'village', 'has', 'nowhere', 'to', 'dine', '.']",15391.0
14021,They were seated at a table that they could eat at.,"['They', 'were', 'seated', 'at', 'a', 'table', 'that', 'they', 'could', 'eat', 'at', '.']",14021.0
14599,Observers thing lowering efficiencies and highering costs is great,"['Observers', 'thing', 'lowering', 'efficiencies', 'and', 'highering', 'costs', 'is', 'great']",14599.0
16809,The Muslims captured the Holy City.,"['The', 'Muslims', 'captured', 'the', 'Holy', 'City', '.']",16809.0
7515,She will need some time to get over the shock.,"['She', 'will', 'need', 'some', 'time', 'to', 'get', 'over', 'the', 'shock', '.']",7515.0
12317,EIA used the standard technology assumptions to develop the AEO2001 reference case projections.,"['EIA', 'used', 'the', 'standard', 'technology', 'assumptions', 'to', 'develop', 'the', 'AEO2001', 'reference', 'case', 'projections', '.']",12317.0
7364,He watched San'doro silent in his thoughts.,"['He', 'watched', ""San'doro"", 'silent', 'in', 'his', 'thoughts', '.']",7364.0
3250,yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff,"['yeah', 'and', 'they', ""'ve"", 'got', 'those', 'bins', 'that', 'just', 'stay', 'there', 'and', 'they', 'decorated', 'them', 'real', 'cute', 'you', 'know', 'with', 'a', 'bunch', 'of', 'big', 'old', 'flowers', 'and', 'stuff']",3250.0
12054,Hatch : Muslims treat Moses as a great prophet.,"['Hatch', ':', 'Muslims', 'treat', 'Moses', 'as', 'a', 'great', 'prophet', '.']",12054.0
6196,have that well and it doesn't seem like very many people uh are really i mean there's a lot of people that are on death row but there's not very many people that actually um do get killed,"['have', 'that', 'well', 'and', 'it', 'does', ""n't"", 'seem', 'like', 'very', 'many', 'people', 'uh', 'are', 'really', 'i', 'mean', 'there', ""'s"", 'a', 'lot', 'of', 'people', 'that', 'are', 'on', 'death', 'row', 'but', 'there', ""'s"", 'not', 'very', 'many', 'people', 'that', 'actually', 'um', 'do', 'get', 'killed']",6196.0
15707,The Kal then nodded its head up and down to signal that it wanted to fight.,"['The', 'Kal', 'then', 'nodded', 'its', 'head', 'up', 'and', 'down', 'to', 'signal', 'that', 'it', 'wanted', 'to', 'fight', '.']",15707.0
3094,You're the Desert Ghost.,"['You', ""'re"", 'the', 'Desert', 'Ghost', '.']",3094.0
10973,The disappearance of saving on a personal level may be the reason why household wealth has continued to go up in recent years.,"['The', 'disappearance', 'of', 'saving', 'on', 'a', 'personal', 'level', 'may', 'be', 'the', 'reason', 'why', 'household', 'wealth', 'has', 'continued', 'to', 'go', 'up', 'in', 'recent', 'years', '.']",10973.0
13943,You have to pay for that.,"['You', 'have', 'to', 'pay', 'for', 'that', '.']",13943.0
2005,"It moved softly in his hand, alerting him to the presence.","['It', 'moved', 'softly', 'in', 'his', 'hand', ',', 'alerting', 'him', 'to', 'the', 'presence', '.']",2005.0
4620,Now suppose there is a private delivery firm in Cleveland that is competing with the postal service.,"['Now', 'suppose', 'there', 'is', 'a', 'private', 'delivery', 'firm', 'in', 'Cleveland', 'that', 'is', 'competing', 'with', 'the', 'postal', 'service', '.']",4620.0
12820,"Now sink of sorrow I who live--the more the wrong!Who wishing death, whom death denies, whose thread is all too long;Who tied to wretched life, who looks for no relief,Must spend my ever dying days in never ending grief.","['Now', 'sink', 'of', 'sorrow', 'I', 'who', 'live', '--', 'the', 'more', 'the', 'wrong!Who', 'wishing', 'death', ',', 'whom', 'death', 'denies', ',', 'whose', 'thread', 'is', 'all', 'too', 'long;Who', 'tied', 'to', 'wretched', 'life', ',', 'who', 'looks', 'for', 'no', 'relief', ',', 'Must', 'spend', 'my', 'ever', 'dying', 'days', 'in', 'never', 'ending', 'grief', '.']",12820.0
7979,I do not take care of my body and I seem to be ashamed of it.,"['I', 'do', 'not', 'take', 'care', 'of', 'my', 'body', 'and', 'I', 'seem', 'to', 'be', 'ashamed', 'of', 'it', '.']",7979.0
12394,Closed on the Sabbath.,"['Closed', 'on', 'the', 'Sabbath', '.']",12394.0
1560,The Star reports that actress Jodie Foster is pregnant through artificial insemination.,"['The', 'Star', 'reports', 'that', 'actress', 'Jodie', 'Foster', 'is', 'pregnant', 'through', 'artificial', 'insemination', '.']",1560.0
8203,Don't you know the answer to that?,"['Do', ""n't"", 'you', 'know', 'the', 'answer', 'to', 'that', '?']",8203.0
12930,"But it's for us to get busy and do something.""","['But', 'it', ""'s"", 'for', 'us', 'to', 'get', 'busy', 'and', 'do', 'something', '.', '""']",12930.0
9209,"The man was a world champion leaper, capable of leaping over gaping chasms.","['The', 'man', 'was', 'a', 'world', 'champion', 'leaper', ',', 'capable', 'of', 'leaping', 'over', 'gaping', 'chasms', '.']",9209.0
7646,"All of them slept in one cave on animal skins, a single large clay pot cooked all of their food.","['All', 'of', 'them', 'slept', 'in', 'one', 'cave', 'on', 'animal', 'skins', ',', 'a', 'single', 'large', 'clay', 'pot', 'cooked', 'all', 'of', 'their', 'food', '.']",7646.0
13861,"I could not stand watching him build a card house, so I left.","['I', 'could', 'not', 'stand', 'watching', 'him', 'build', 'a', 'card', 'house', ',', 'so', 'I', 'left', '.']",13861.0
1371,We don't ever see the temperature get into the hundreds.,"['We', 'do', ""n't"", 'ever', 'see', 'the', 'temperature', 'get', 'into', 'the', 'hundreds', '.']",1371.0
16015,I have lost my experimental nature due to old age.,"['I', 'have', 'lost', 'my', 'experimental', 'nature', 'due', 'to', 'old', 'age', '.']",16015.0
17922,The agencies requesting guidance on internal controls when implementing fast pay have also designed procedures to verify receipt and acceptance of goods ordered on an afterthefact sampling basis rather than on the basis of a 100percent postpayment verification as is traditionally done.,"['The', 'agencies', 'requesting', 'guidance', 'on', 'internal', 'controls', 'when', 'implementing', 'fast', 'pay', 'have', 'also', 'designed', 'procedures', 'to', 'verify', 'receipt', 'and', 'acceptance', 'of', 'goods', 'ordered', 'on', 'an', 'afterthefact', 'sampling', 'basis', 'rather', 'than', 'on', 'the', 'basis', 'of', 'a', '100percent', 'postpayment', 'verification', 'as', 'is', 'traditionally', 'done', '.']",17922.0
15773,I know that Shuger asked himself a lot of questions.,"['I', 'know', 'that', 'Shuger', 'asked', 'himself', 'a', 'lot', 'of', 'questions', '.']",15773.0
16399,That's one of the reasons we wanted to kill you.,"['That', ""'s"", 'one', 'of', 'the', 'reasons', 'we', 'wanted', 'to', 'kill', 'you', '.']",16399.0
13154,That had been made by the Cadets (Constitutional Democrats) under Prince Lvov.,"['That', 'had', 'been', 'made', 'by', 'the', 'Cadets', '(', 'Constitutional', 'Democrats', ')', 'under', 'Prince', 'Lvov', '.']",13154.0
9952,"Was it a sudden decision on his part, or had he already made up his mind when he parted from me a few hours earlier?","['Was', 'it', 'a', 'sudden', 'decision', 'on', 'his', 'part', ',', 'or', 'had', 'he', 'already', 'made', 'up', 'his', 'mind', 'when', 'he', 'parted', 'from', 'me', 'a', 'few', 'hours', 'earlier', '?']",9952.0
1549,Triple A covers my car out of state as well.,"['Triple', 'A', 'covers', 'my', 'car', 'out', 'of', 'state', 'as', 'well', '.']",1549.0
8683,Young teenagers,"['Young', 'teenagers']",8683.0
17252,In our family we have two sons in public life.,"['In', 'our', 'family', 'we', 'have', 'two', 'sons', 'in', 'public', 'life', '.']",17252.0
905,Many observers view it an extreme step to lower costs and increase efficiencies.,"['Many', 'observers', 'view', 'it', 'an', 'extreme', 'step', 'to', 'lower', 'costs', 'and', 'increase', 'efficiencies', '.']",905.0
19256,well do you know you have a ten limit a ten minute time limit well that's okay and then they come on and tell you and they tell you got five seconds to say good-bye,"['well', 'do', 'you', 'know', 'you', 'have', 'a', 'ten', 'limit', 'a', 'ten', 'minute', 'time', 'limit', 'well', 'that', ""'s"", 'okay', 'and', 'then', 'they', 'come', 'on', 'and', 'tell', 'you', 'and', 'they', 'tell', 'you', 'got', 'five', 'seconds', 'to', 'say', 'good', '-', 'bye']",19256.0
16371,"It was something very dark and secretive, only containable in a wall of text.","['It', 'was', 'something', 'very', 'dark', 'and', 'secretive', ',', 'only', 'containable', 'in', 'a', 'wall', 'of', 'text', '.']",16371.0
