,Sentences,Corresponding_words,Unnamed: 0.1,Unnamed: 0
137,He was going to get the operation to remove his penis. Finally.,"[('He', 1), ('was', 1), ('going', 1), ('to', 2), ('get', 1), ('the', 1), ('operation', 1), ('remove', 1), ('his', 1), ('penis', 1), ('.', 2), ('Finally', 1)]",10177.0,10177.0
4535,"That, too, was locked or bolted on the inside.","[('That', 1), (',', 2), ('too', 1), ('was', 1), ('locked', 1), ('or', 1), ('bolted', 1), ('on', 1), ('the', 1), ('inside', 1), ('.', 1)]",2404.0,2404.0
108,Argentineans are fond of pasta because many of its citizens are Italian descendants.,"[('Argentineans', 1), ('are', 2), ('fond', 1), ('of', 2), ('pasta', 1), ('because', 1), ('many', 1), ('its', 1), ('citizens', 1), ('Italian', 1), ('descendants', 1), ('.', 1)]",1455.0,1455.0
6400,dislikes,"[('dislikes', 1)]",13081.0,13081.0
13991,"It is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses, and part of the reason for the difference in pieces per possible delivery, may be due to the fact that five percent of possible residential deliveries are businesses.","[('It', 1), ('is', 1), ('thought', 1), (',', 4), ('but', 1), ('not', 1), ('known', 1), ('that', 2), ('a', 1), ('lesser', 1), ('percentage', 1), ('of', 3), ('possible', 3), ('deliveries', 2), ('on', 1), ('rural', 1), ('routes', 1), ('are', 2), ('businesses', 2), ('and', 1), ('part', 1), ('the', 3), ('reason', 1), ('for', 1), ('difference', 1), ('in', 1), ('pieces', 1), ('per', 1), ('delivery', 1), ('may', 1), ('be', 1), ('due', 1), ('to', 1), ('fact', 1), ('five', 1), ('percent', 1), ('residential', 1), ('.', 1)]",8241.0,8241.0
2306,"What the judge really wants are the facts -- he wants to make a good decision, he said.","[('What', 1), ('the', 2), ('judge', 1), ('really', 1), ('wants', 2), ('are', 1), ('facts', 1), ('--', 1), ('he', 2), ('to', 1), ('make', 1), ('a', 1), ('good', 1), ('decision', 1), (',', 1), ('said', 1), ('.', 1)]",1668.0,1668.0
12693,Bunt was raised motherless in an orphanage.,"[('Bunt', 1), ('was', 1), ('raised', 1), ('motherless', 1), ('in', 1), ('an', 1), ('orphanage', 1), ('.', 1)]",5151.0,5151.0
12587,They were thankful it was covered by the guidelines.,"[('They', 1), ('were', 1), ('thankful', 1), ('it', 1), ('was', 1), ('covered', 1), ('by', 1), ('the', 1), ('guidelines', 1), ('.', 1)]",9103.0,9103.0
6355,Piccadilly Tube station.,"[('Piccadilly', 1), ('Tube', 1), ('station', 1), ('.', 1)]",12824.0,12824.0
6466,2. Receiving Water Samples,"[('2', 1), ('.', 1), ('Receiving', 1), ('Water', 1), ('Samples', 1)]",550.0,550.0
8405,"Among the sights in Beziers are the ancient Eglise Saint Jacques and Eglise Sainte Madeleine, the 19th-century Halles (covered market), and the massive Cathedrale Saint-Nazaire, from which there is a good view over the river valley.","[('Among', 1), ('the', 5), ('sights', 1), ('in', 1), ('Beziers', 1), ('are', 1), ('ancient', 1), ('Eglise', 2), ('Saint', 2), ('Jacques', 1), ('and', 2), ('Sainte', 1), ('Madeleine', 1), (',', 3), ('19th', 1), ('-', 2), ('century', 1), ('Halles', 1), ('(', 1), ('covered', 1), ('market', 1), (')', 1), ('massive', 1), ('Cathedrale', 1), ('Nazaire', 1), ('from', 1), ('which', 1), ('there', 1), ('is', 1), ('a', 1), ('good', 1), ('view', 1), ('over', 1), ('river', 1), ('valley', 1), ('.', 1)]",11570.0,11570.0
2838,"I am very interested in tactics, Al.","[('I', 1), ('am', 1), ('very', 1), ('interested', 1), ('in', 1), ('tactics', 1), (',', 1), ('Al', 1), ('.', 1)]",15639.0,15639.0
7391,Then he gave in.,"[('Then', 1), ('he', 1), ('gave', 1), ('in', 1), ('.', 1)]",16680.0,16680.0
878,"There followed the Balkan Wars, in which Turkey lost western Thrace and Macedonia, then World War I, into which Turkey entered on Germany's side.","[('There', 1), ('followed', 1), ('the', 1), ('Balkan', 1), ('Wars', 1), (',', 3), ('in', 1), ('which', 2), ('Turkey', 2), ('lost', 1), ('western', 1), ('Thrace', 1), ('and', 1), ('Macedonia', 1), ('then', 1), ('World', 1), ('War', 1), ('I', 1), ('into', 1), ('entered', 1), ('on', 1), ('Germany', 1), (""'s"", 1), ('side', 1), ('.', 1)]",9512.0,9512.0
307,"These latter vast regions of forests, rivers, and mountains border the Indonesian state of Kalimantan and the oil-rich sultanate of Brunei.","[('These', 1), ('latter', 1), ('vast', 1), ('regions', 1), ('of', 3), ('forests', 1), (',', 2), ('rivers', 1), ('and', 2), ('mountains', 1), ('border', 1), ('the', 2), ('Indonesian', 1), ('state', 1), ('Kalimantan', 1), ('oil', 1), ('-', 1), ('rich', 1), ('sultanate', 1), ('Brunei', 1), ('.', 1)]",13414.0,13414.0
4384,The old lady was in pain.,"[('The', 1), ('old', 1), ('lady', 1), ('was', 1), ('in', 1), ('pain', 1), ('.', 1)]",5305.0,5305.0
9507,"Information is the resource-extractive industry of the next century, and the concept of intellectual property --a term that dates back 150 years--comes up when individuals or companies assert a particular claim and embody it in the form of copyrights, trademarks, and patents.","[('Information', 1), ('is', 1), ('the', 4), ('resource', 1), ('-', 1), ('extractive', 1), ('industry', 1), ('of', 3), ('next', 1), ('century', 1), (',', 3), ('and', 3), ('concept', 1), ('intellectual', 1), ('property', 1), ('--a', 1), ('term', 1), ('that', 1), ('dates', 1), ('back', 1), ('150', 1), ('years', 1), ('--', 1), ('comes', 1), ('up', 1), ('when', 1), ('individuals', 1), ('or', 1), ('companies', 1), ('assert', 1), ('a', 1), ('particular', 1), ('claim', 1), ('embody', 1), ('it', 1), ('in', 1), ('form', 1), ('copyrights', 1), ('trademarks', 1), ('patents', 1), ('.', 1)]",12290.0,12290.0
1814,None of the models are based on the industry-recognised ones.,"[('None', 1), ('of', 1), ('the', 2), ('models', 1), ('are', 1), ('based', 1), ('on', 1), ('industry', 1), ('-', 1), ('recognised', 1), ('ones', 1), ('.', 1)]",1343.0,1343.0
13550,"As Russell points out, some 400,000 legal aid cases go unassisted each year.","[('As', 1), ('Russell', 1), ('points', 1), ('out', 1), (',', 1), ('some', 1), ('400,000', 1), ('legal', 1), ('aid', 1), ('cases', 1), ('go', 1), ('unassisted', 1), ('each', 1), ('year', 1), ('.', 1)]",12248.0,12248.0
7515,in Asia yeah i spent,"[('in', 1), ('Asia', 1), ('yeah', 1), ('i', 1), ('spent', 1)]",724.0,724.0
1437,From the Index: Average number of public school students expelled each school day last year for gun  34.,"[('From', 1), ('the', 1), ('Index', 1), (':', 1), ('Average', 1), ('number', 1), ('of', 1), ('public', 1), ('school', 2), ('students', 1), ('expelled', 1), ('each', 1), ('day', 1), ('last', 1), ('year', 1), ('for', 1), ('gun', 1), (' ', 1), ('34', 1), ('.', 1)]",2304.0,2304.0
2856,"Basically, to sell myself.","[('Basically', 1), (',', 1), ('to', 1), ('sell', 1), ('myself', 1), ('.', 1)]",5710.0,5710.0
3091,There were no meetings to discuss changes to the legal services delivery system.,"[('There', 1), ('were', 1), ('no', 1), ('meetings', 1), ('to', 2), ('discuss', 1), ('changes', 1), ('the', 1), ('legal', 1), ('services', 1), ('delivery', 1), ('system', 1), ('.', 1)]",16299.0,16299.0
11013,I saw it on the television and the first time they started doing the marathon.,"[('I', 1), ('saw', 1), ('it', 1), ('on', 1), ('the', 3), ('television', 1), ('and', 1), ('first', 1), ('time', 1), ('they', 1), ('started', 1), ('doing', 1), ('marathon', 1), ('.', 1)]",19405.0,19405.0
519,Daniel took it upon himself to explain a few things.,"[('Daniel', 1), ('took', 1), ('it', 1), ('upon', 1), ('himself', 1), ('to', 1), ('explain', 1), ('a', 1), ('few', 1), ('things', 1), ('.', 1)]",13324.0,13324.0
541,"That drawer was an unlocked one, as he had pointed out, and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there.","[('That', 1), ('drawer', 1), ('was', 3), ('an', 1), ('unlocked', 1), ('one', 1), (',', 2), ('as', 1), ('he', 2), ('had', 2), ('pointed', 1), ('out', 1), ('and', 1), ('submitted', 1), ('that', 2), ('there', 2), ('no', 1), ('evidence', 1), ('to', 1), ('prove', 1), ('it', 1), ('the', 2), ('prisoner', 1), ('who', 1), ('concealed', 1), ('poison', 1), ('.', 1)]",7976.0,7976.0
2603,MC2000-2 was recommended by the Commission.,"[('MC2000', 1), ('-', 1), ('2', 1), ('was', 1), ('recommended', 1), ('by', 1), ('the', 1), ('Commission', 1), ('.', 1)]",9549.0,9549.0
11967,"oh yeah not those people, they have a bad life","[('oh', 1), ('yeah', 1), ('not', 1), ('those', 1), ('people', 1), (',', 1), ('they', 1), ('have', 1), ('a', 1), ('bad', 1), ('life', 1)]",8469.0,8469.0
7527,There is no culture in Las Vegas.,"[('There', 1), ('is', 1), ('no', 1), ('culture', 1), ('in', 1), ('Las', 1), ('Vegas', 1), ('.', 1)]",8511.0,8511.0
7820,"Such multicolored reef dwellers as the parrotfish and French angelfish, along with weirdly shaped coral, crawfish, or turtles hiding in crevices, can be yours for the viewing in these clear waters where visibility of 30 m (100 ft) is common.","[('Such', 1), ('multicolored', 1), ('reef', 1), ('dwellers', 1), ('as', 1), ('the', 2), ('parrotfish', 1), ('and', 1), ('French', 1), ('angelfish', 1), (',', 4), ('along', 1), ('with', 1), ('weirdly', 1), ('shaped', 1), ('coral', 1), ('crawfish', 1), ('or', 1), ('turtles', 1), ('hiding', 1), ('in', 2), ('crevices', 1), ('can', 1), ('be', 1), ('yours', 1), ('for', 1), ('viewing', 1), ('these', 1), ('clear', 1), ('waters', 1), ('where', 1), ('visibility', 1), ('of', 1), ('30', 1), ('m', 1), ('(', 1), ('100', 1), ('ft', 1), (')', 1), ('is', 1), ('common', 1), ('.', 1)]",404.0,404.0
2696,"Crosethe Rue de Rivoli to the Palais-Royal, built for Car?­di?­nal Richelieu as his Paris residence in 1639, and originally named Palais-Cardinal.","[('Crosethe', 1), ('Rue', 1), ('de', 1), ('Rivoli', 1), ('to', 1), ('the', 1), ('Palais', 2), ('-', 2), ('Royal', 1), (',', 2), ('built', 1), ('for', 1), ('Car?\xaddi?\xadnal', 1), ('Richelieu', 1), ('as', 1), ('his', 1), ('Paris', 1), ('residence', 1), ('in', 1), ('1639', 1), ('and', 1), ('originally', 1), ('named', 1), ('Cardinal', 1), ('.', 1)]",652.0,652.0
592,Clinton used a floor mop to clean up the dirt he had tracked onto the shiny floor of an elementary school.,"[('Clinton', 1), ('used', 1), ('a', 1), ('floor', 2), ('mop', 1), ('to', 1), ('clean', 1), ('up', 1), ('the', 2), ('dirt', 1), ('he', 1), ('had', 1), ('tracked', 1), ('onto', 1), ('shiny', 1), ('of', 1), ('an', 1), ('elementary', 1), ('school', 1), ('.', 1)]",7852.0,7852.0
12843,Penrith and Blencathra are the names of Celtic queens.,"[('Penrith', 1), ('and', 1), ('Blencathra', 1), ('are', 1), ('the', 1), ('names', 1), ('of', 1), ('Celtic', 1), ('queens', 1), ('.', 1)]",11523.0,11523.0
11021,i think Buffalo is an up an coming team they're going to they're showing some real promise for the next uh few years,"[('i', 1), ('think', 1), ('Buffalo', 1), ('is', 1), ('an', 2), ('up', 1), ('coming', 1), ('team', 1), ('they', 2), (""'re"", 2), ('going', 1), ('to', 1), ('showing', 1), ('some', 1), ('real', 1), ('promise', 1), ('for', 1), ('the', 1), ('next', 1), ('uh', 1), ('few', 1), ('years', 1)]",5580.0,5580.0
552,I always wanted to be part of the owl marching band at Rice.,"[('I', 1), ('always', 1), ('wanted', 1), ('to', 1), ('be', 1), ('part', 1), ('of', 1), ('the', 1), ('owl', 1), ('marching', 1), ('band', 1), ('at', 1), ('Rice', 1), ('.', 1)]",19699.0,19699.0
9431,We have plenty of space in the landfill.,"[('We', 1), ('have', 1), ('plenty', 1), ('of', 1), ('space', 1), ('in', 1), ('the', 1), ('landfill', 1), ('.', 1)]",13.0,13.0
2208,Decline and Decadence,"[('Decline', 1), ('and', 1), ('Decadence', 1)]",13800.0,13800.0
2257,I always itemize.,"[('I', 1), ('always', 1), ('itemize', 1), ('.', 1)]",14727.0,14727.0
8415,"In this enclosed but airy building, you'll find ladies with large machetes expertly chopping off hunks of kingfish, tuna, or shark for eager buyers.","[('In', 1), ('this', 1), ('enclosed', 1), ('but', 1), ('airy', 1), ('building', 1), (',', 3), ('you', 1), (""'ll"", 1), ('find', 1), ('ladies', 1), ('with', 1), ('large', 1), ('machetes', 1), ('expertly', 1), ('chopping', 1), ('off', 1), ('hunks', 1), ('of', 1), ('kingfish', 1), ('tuna', 1), ('or', 1), ('shark', 1), ('for', 1), ('eager', 1), ('buyers', 1), ('.', 1)]",15132.0,15132.0
12717,"As the double-decker boats get ready to leave the pier, bells ring, the gangplank is raised, deckhands in blue sailor suits man the hawsers, and a couple of hundred commuters begin a seven-minute sightseeing tour.","[('As', 1), ('the', 4), ('double', 1), ('-', 2), ('decker', 1), ('boats', 1), ('get', 1), ('ready', 1), ('to', 1), ('leave', 1), ('pier', 1), (',', 4), ('bells', 1), ('ring', 1), ('gangplank', 1), ('is', 1), ('raised', 1), ('deckhands', 1), ('in', 1), ('blue', 1), ('sailor', 1), ('suits', 1), ('man', 1), ('hawsers', 1), ('and', 1), ('a', 2), ('couple', 1), ('of', 1), ('hundred', 1), ('commuters', 1), ('begin', 1), ('seven', 1), ('minute', 1), ('sightseeing', 1), ('tour', 1), ('.', 1)]",1176.0,1176.0
13945,NONFEDERAL PHYSICAL PROPERTY ANNUAL STEWARDSHIP INFORMATION For the Fiscal Year Ended September,"[('NONFEDERAL', 1), ('PHYSICAL', 1), ('PROPERTY', 1), ('ANNUAL', 1), ('STEWARDSHIP', 1), ('INFORMATION', 1), ('For', 1), ('the', 1), ('Fiscal', 1), ('Year', 1), ('Ended', 1), ('September', 1)]",17296.0,17296.0
11941,"Sorry, you're going to be fined.","[('Sorry', 1), (',', 1), ('you', 1), (""'re"", 1), ('going', 1), ('to', 1), ('be', 1), ('fined', 1), ('.', 1)]",4665.0,4665.0
5963,"The ITC has enlisted legal services attorneys from across the state to manage each of the 12 categories, and those volunteers will organize contributions and add them to a searchable database.","[('The', 1), ('ITC', 1), ('has', 1), ('enlisted', 1), ('legal', 1), ('services', 1), ('attorneys', 1), ('from', 1), ('across', 1), ('the', 2), ('state', 1), ('to', 2), ('manage', 1), ('each', 1), ('of', 1), ('12', 1), ('categories', 1), (',', 1), ('and', 2), ('those', 1), ('volunteers', 1), ('will', 1), ('organize', 1), ('contributions', 1), ('add', 1), ('them', 1), ('a', 1), ('searchable', 1), ('database', 1), ('.', 1)]",18054.0,18054.0
13643,He loved the smiling villagers who loved each other.,"[('He', 1), ('loved', 2), ('the', 1), ('smiling', 1), ('villagers', 1), ('who', 1), ('each', 1), ('other', 1), ('.', 1)]",3417.0,3417.0
10513,I liked talking to you.,"[('I', 1), ('liked', 1), ('talking', 1), ('to', 1), ('you', 1), ('.', 1)]",15429.0,15429.0
11966,"There's nothing like the trendy resort clothing available here, styled on the island by the designers of the Ad-Lib group.","[('There', 1), (""'s"", 1), ('nothing', 1), ('like', 1), ('the', 4), ('trendy', 1), ('resort', 1), ('clothing', 1), ('available', 1), ('here', 1), (',', 1), ('styled', 1), ('on', 1), ('island', 1), ('by', 1), ('designers', 1), ('of', 1), ('Ad', 1), ('-', 1), ('Lib', 1), ('group', 1), ('.', 1)]",13590.0,13590.0
6086,It was no surprise to me that they made the draft picks they did last year.,"[('It', 1), ('was', 1), ('no', 1), ('surprise', 1), ('to', 1), ('me', 1), ('that', 1), ('they', 2), ('made', 1), ('the', 1), ('draft', 1), ('picks', 1), ('did', 1), ('last', 1), ('year', 1), ('.', 1)]",6927.0,6927.0
3129,Julius was silent.,"[('Julius', 1), ('was', 1), ('silent', 1), ('.', 1)]",3579.0,3579.0
6636,i had no where to hide.,"[('i', 1), ('had', 1), ('no', 1), ('where', 1), ('to', 1), ('hide', 1), ('.', 1)]",2069.0,2069.0
11605,The problem was solved one day.,"[('The', 1), ('problem', 1), ('was', 1), ('solved', 1), ('one', 1), ('day', 1), ('.', 1)]",3575.0,3575.0
5515,"The editors, for their part, arrange to have them all written just in case I do.","[('The', 1), ('editors', 1), (',', 2), ('for', 1), ('their', 1), ('part', 1), ('arrange', 1), ('to', 1), ('have', 1), ('them', 1), ('all', 1), ('written', 1), ('just', 1), ('in', 1), ('case', 1), ('I', 1), ('do', 1), ('.', 1)]",8908.0,8908.0
9731,Mercury cannot be quantified.,"[('Mercury', 1), ('can', 1), ('not', 1), ('be', 1), ('quantified', 1), ('.', 1)]",11989.0,11989.0
1529,Mallorca prospered.,"[('Mallorca', 1), ('prospered', 1), ('.', 1)]",5692.0,5692.0
10074,"Other attractions include hot springs, a market, and the forests and ski-slopes of nearby Uluda .","[('Other', 1), ('attractions', 1), ('include', 1), ('hot', 1), ('springs', 1), (',', 2), ('a', 1), ('market', 1), ('and', 2), ('the', 1), ('forests', 1), ('ski', 1), ('-', 1), ('slopes', 1), ('of', 1), ('nearby', 1), ('Uluda', 1), ('.', 1)]",11722.0,11722.0
13794,And the trunk? Big? Mother asked again to keep up appearances.,"[('And', 1), ('the', 1), ('trunk', 1), ('?', 2), ('Big', 1), ('Mother', 1), ('asked', 1), ('again', 1), ('to', 1), ('keep', 1), ('up', 1), ('appearances', 1), ('.', 1)]",13854.0,13854.0
4277,On the Use of Qualitative Methods in Policy  A Review of Three Multi-site Studies.,"[('On', 1), ('the', 1), ('Use', 1), ('of', 2), ('Qualitative', 1), ('Methods', 1), ('in', 1), ('Policy', 1), (' ', 1), ('A', 1), ('Review', 1), ('Three', 1), ('Multi', 1), ('-', 1), ('site', 1), ('Studies', 1), ('.', 1)]",16252.0,16252.0
8905,I did my best to understand it.,"[('I', 1), ('did', 1), ('my', 1), ('best', 1), ('to', 1), ('understand', 1), ('it', 1), ('.', 1)]",1959.0,1959.0
8653,Most of France supported WWI.,"[('Most', 1), ('of', 1), ('France', 1), ('supported', 1), ('WWI', 1), ('.', 1)]",14127.0,14127.0
10739,It's easily refused the call to play fortuneteller.,"[('It', 1), (""'s"", 1), ('easily', 1), ('refused', 1), ('the', 1), ('call', 1), ('to', 1), ('play', 1), ('fortuneteller', 1), ('.', 1)]",11933.0,11933.0
5150,Communists assisted America's government during the Cold War.,"[('Communists', 1), ('assisted', 1), ('America', 1), (""'s"", 1), ('government', 1), ('during', 1), ('the', 1), ('Cold', 1), ('War', 1), ('.', 1)]",1397.0,1397.0
9025,"The governing statute provides that a committee consisting of the Comptroller General, the Speaker of the House and President Pro Tempore of the Senate, the Majority and Minority leaders, and the Chairmen and Ranking Minority Members of the Senate Governmental Affairs and House Government Reform Committees recommend an individual to the President for appointment.","[('The', 1), ('governing', 1), ('statute', 1), ('provides', 1), ('that', 1), ('a', 1), ('committee', 1), ('consisting', 1), ('of', 4), ('the', 8), ('Comptroller', 1), ('General', 1), (',', 3), ('Speaker', 1), ('House', 2), ('and', 5), ('President', 2), ('Pro', 1), ('Tempore', 1), ('Senate', 2), ('Majority', 1), ('Minority', 2), ('leaders', 1), ('Chairmen', 1), ('Ranking', 1), ('Members', 1), ('Governmental', 1), ('Affairs', 1), ('Government', 1), ('Reform', 1), ('Committees', 1), ('recommend', 1), ('an', 1), ('individual', 1), ('to', 1), ('for', 1), ('appointment', 1), ('.', 1)]",3672.0,3672.0
11068,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.","[('Two', 1), (',', 2), ('most', 1), ('other', 1), ('productive', 1), ('operations', 1), ('are', 1), ('easier', 1), ('to', 1), ('study', 1), ('and', 2), ('understand', 1), ('since', 1), ('few', 1), ('firms', 1), ('have', 1), ('40,000', 1), ('locations', 1), ('a', 1), ('large', 1), ('proportion', 1), ('of', 1), ('their', 1), ('workforce', 1), ('working', 1), ('outdoors', 1), ('.', 1)]",4780.0,4780.0
11180,You are required to sign up for a major freshman year.,"[('You', 1), ('are', 1), ('required', 1), ('to', 1), ('sign', 1), ('up', 1), ('for', 1), ('a', 1), ('major', 1), ('freshman', 1), ('year', 1), ('.', 1)]",9811.0,9811.0
6634,An overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation.,"[('An', 1), ('overall', 2), ('increase', 2), ('in', 3), ('prices', 1), ('is', 1), ('only', 1), ('possible', 1), ('when', 1), ('there', 1), ('has', 1), ('been', 1), ('an', 1), ('the', 1), ('amount', 1), ('of', 1), ('money', 1), ('circulation', 1), ('.', 1)]",8148.0,8148.0
4499,"If he does a big strike, many people will suffer.","[('If', 1), ('he', 1), ('does', 1), ('a', 1), ('big', 1), ('strike', 1), (',', 1), ('many', 1), ('people', 1), ('will', 1), ('suffer', 1), ('.', 1)]",2793.0,2793.0
4193,You mean we were so near it constantly?,"[('You', 1), ('mean', 1), ('we', 1), ('were', 1), ('so', 1), ('near', 1), ('it', 1), ('constantly', 1), ('?', 1)]",5985.0,5985.0
8368,"If you put these four sentences into your paper, professors will immediately know that it's been plagiarized.","[('If', 1), ('you', 1), ('put', 1), ('these', 1), ('four', 1), ('sentences', 1), ('into', 1), ('your', 1), ('paper', 1), (',', 1), ('professors', 1), ('will', 1), ('immediately', 1), ('know', 1), ('that', 1), ('it', 1), (""'s"", 1), ('been', 1), ('plagiarized', 1), ('.', 1)]",11727.0,11727.0
12052,The four Javis children? asked Severn.,"[('The', 1), ('four', 1), ('Javis', 1), ('children', 1), ('?', 1), ('asked', 1), ('Severn', 1), ('.', 1)]",12716.0,12716.0
12304,The GAO made no difference to the President's Council on Year 2000 and issued no reports at all.,"[('The', 1), ('GAO', 1), ('made', 1), ('no', 2), ('difference', 1), ('to', 1), ('the', 1), ('President', 1), (""'s"", 1), ('Council', 1), ('on', 1), ('Year', 1), ('2000', 1), ('and', 1), ('issued', 1), ('reports', 1), ('at', 1), ('all', 1), ('.', 1)]",5947.0,5947.0
7099,oh i don't know either the other growing up all i knew was,"[('oh', 1), ('i', 2), ('do', 1), (""n't"", 1), ('know', 1), ('either', 1), ('the', 1), ('other', 1), ('growing', 1), ('up', 1), ('all', 1), ('knew', 1), ('was', 1)]",7572.0,7572.0
11216,There are certain examples of how employee unions can be engaged by certain agencies.,"[('There', 1), ('are', 1), ('certain', 2), ('examples', 1), ('of', 1), ('how', 1), ('employee', 1), ('unions', 1), ('can', 1), ('be', 1), ('engaged', 1), ('by', 1), ('agencies', 1), ('.', 1)]",19295.0,19295.0
1419,People like billiards because it's relaxing.,"[('People', 1), ('like', 1), ('billiards', 1), ('because', 1), ('it', 1), (""'s"", 1), ('relaxing', 1), ('.', 1)]",1433.0,1433.0
12227,"""We need to just stay inside and relax.""","[('""', 2), ('We', 1), ('need', 1), ('to', 1), ('just', 1), ('stay', 1), ('inside', 1), ('and', 1), ('relax', 1), ('.', 1)]",12931.0,12931.0
13409,It's pretty normal to have a few hundred degree days out here.,"[('It', 1), (""'s"", 1), ('pretty', 1), ('normal', 1), ('to', 1), ('have', 1), ('a', 1), ('few', 1), ('hundred', 1), ('degree', 1), ('days', 1), ('out', 1), ('here', 1), ('.', 1)]",3061.0,3061.0
4508,Our clients can barely afford our legal assistance.,"[('Our', 1), ('clients', 1), ('can', 1), ('barely', 1), ('afford', 1), ('our', 1), ('legal', 1), ('assistance', 1), ('.', 1)]",15845.0,15845.0
12897,"As a professional courtesy, GAO will inform requesters of substantive media inquiries during an ongoing assignment.","[('As', 1), ('a', 1), ('professional', 1), ('courtesy', 1), (',', 1), ('GAO', 1), ('will', 1), ('inform', 1), ('requesters', 1), ('of', 1), ('substantive', 1), ('media', 1), ('inquiries', 1), ('during', 1), ('an', 1), ('ongoing', 1), ('assignment', 1), ('.', 1)]",7770.0,7770.0
7137,and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but,"[('and', 3), ('uh', 2), ('so', 1), ('i', 2), (""'ve"", 2), ('just', 1), ('been', 1), ('real', 1), ('pleased', 1), ('my', 1), ('step', 1), ('father', 1), ('happens', 1), ('to', 1), ('work', 1), ('at', 1), ('a', 2), ('Ford', 1), ('dealership', 1), ('that', 1), ('makes', 1), ('things', 1), ('little', 1), ('easier', 1), ('come', 1), ('car', 1), ('time', 1), ('but', 1)]",5678.0,5678.0
7051,"Harlem was our first permanent office, he said.","[('Harlem', 1), ('was', 1), ('our', 1), ('first', 1), ('permanent', 1), ('office', 1), (',', 1), ('he', 1), ('said', 1), ('.', 1)]",11738.0,11738.0
9834,"For big Raj-buffs, the supreme example of Indo-Gothic style is the Victoria Terminus, affectionately abbreviated to VT nowadays, once the railway station that launched adventures inland, now handling mostly suburban traffic.","[('For', 1), ('big', 1), ('Raj', 1), ('-', 2), ('buffs', 1), (',', 4), ('the', 3), ('supreme', 1), ('example', 1), ('of', 1), ('Indo', 1), ('Gothic', 1), ('style', 1), ('is', 1), ('Victoria', 1), ('Terminus', 1), ('affectionately', 1), ('abbreviated', 1), ('to', 1), ('VT', 1), ('nowadays', 1), ('once', 1), ('railway', 1), ('station', 1), ('that', 1), ('launched', 1), ('adventures', 1), ('inland', 1), ('now', 1), ('handling', 1), ('mostly', 1), ('suburban', 1), ('traffic', 1), ('.', 1)]",328.0,328.0
5609,The Data Warehousing Institute provides guidance only in carpentry industry.,"[('The', 1), ('Data', 1), ('Warehousing', 1), ('Institute', 1), ('provides', 1), ('guidance', 1), ('only', 1), ('in', 1), ('carpentry', 1), ('industry', 1), ('.', 1)]",19293.0,19293.0
6671,I don't want a camper like that.,"[('I', 1), ('do', 1), (""n't"", 1), ('want', 1), ('a', 1), ('camper', 1), ('like', 1), ('that', 1), ('.', 1)]",16847.0,16847.0
8343,Blacks braid their hair because they're forced to.,"[('Blacks', 1), ('braid', 1), ('their', 1), ('hair', 1), ('because', 1), ('they', 1), (""'re"", 1), ('forced', 1), ('to', 1), ('.', 1)]",13211.0,13211.0
11744,During the most popular hours was when things came to a standstill.,"[('During', 1), ('the', 1), ('most', 1), ('popular', 1), ('hours', 1), ('was', 1), ('when', 1), ('things', 1), ('came', 1), ('to', 1), ('a', 1), ('standstill', 1), ('.', 1)]",1427.0,1427.0
6978,I don't get enthused about other summer sports.,"[('I', 1), ('do', 1), (""n't"", 1), ('get', 1), ('enthused', 1), ('about', 1), ('other', 1), ('summer', 1), ('sports', 1), ('.', 1)]",9195.0,9195.0
7621,People looked down on the emperor for abandoning his duties and abdicating.,"[('People', 1), ('looked', 1), ('down', 1), ('on', 1), ('the', 1), ('emperor', 1), ('for', 1), ('abandoning', 1), ('his', 1), ('duties', 1), ('and', 1), ('abdicating', 1), ('.', 1)]",957.0,957.0
9478,"Just as in ancient times, without the River Nile, Egypt could not exist.","[('Just', 1), ('as', 1), ('in', 1), ('ancient', 1), ('times', 1), (',', 2), ('without', 1), ('the', 1), ('River', 1), ('Nile', 1), ('Egypt', 1), ('could', 1), ('not', 1), ('exist', 1), ('.', 1)]",13752.0,13752.0
8450,Both professors soon realized that creating a new language was not an easy task.,"[('Both', 1), ('professors', 1), ('soon', 1), ('realized', 1), ('that', 1), ('creating', 1), ('a', 1), ('new', 1), ('language', 1), ('was', 1), ('not', 1), ('an', 1), ('easy', 1), ('task', 1), ('.', 1)]",10348.0,10348.0
848,We always knew it was an outside chance.,"[('We', 1), ('always', 1), ('knew', 1), ('it', 1), ('was', 1), ('an', 1), ('outside', 1), ('chance', 1), ('.', 1)]",5412.0,5412.0
1545,"'But if White has any designs at all on living, he'll be as far from Little as he can possibly get by now.'","[(""'"", 2), ('But', 1), ('if', 1), ('White', 1), ('has', 1), ('any', 1), ('designs', 1), ('at', 1), ('all', 1), ('on', 1), ('living', 1), (',', 1), ('he', 2), (""'ll"", 1), ('be', 1), ('as', 2), ('far', 1), ('from', 1), ('Little', 1), ('can', 1), ('possibly', 1), ('get', 1), ('by', 1), ('now', 1), ('.', 1)]",3994.0,3994.0
