source_text,target_text
"[' ', 'with', 'regard', 'to', 'greece', ""'s"", '  ', 'scandal', 'mr', '.', ' ', ""'s"", 'principal', ' ', 'remains', 'george', ' ', 'former', 'owner', 'of', 'the', 'bank', 'of', ' ', 'and', '  ', 'now', ' ', 'in', 'a', 'jail', 'cell', 'in', ' ', 'mass', '.', 'from', 'where', 'he', 'is', 'fighting', ' ', 'proceedings', 'that', 'would', 'return', 'him', 'to', 'greece', '\n']"," with regard to greece 's   scandal mr.  's principal  remains george  former owner of the bank of  and   now  in a jail cell in  mass. from where he is fighting  proceedings that would return him to greece 
"
"[' ', 'financial', 'corp', '.', 'said', 'it', 'agreed', 'to', 'buy', 'the', 'bonds', 'after', 'a', 'representative', 'of', 'ivan', 'f.', 'boesky', 'corp', '.', 'visited', 'it', 'in', 'november', 'N', 'and', 'said', 'financial', 'corp', '.', 'could', 'improve', 'its', 'financial', 'condition', 'by', 'purchasing', 'the', 'bonds', '\n']"," financial corp. said it agreed to buy the bonds after a representative of ivan f. boesky corp. visited it in november N and said financial corp. could improve its financial condition by purchasing the bonds 
"
"[' ', 'the', 'best', 'moments', 'in', 'the', 'show', 'occur', 'at', 'the', 'beginning', 'and', 'the', 'end', 'and', 'occasionally', 'in', 'the', 'middle', 'when', 'mr', '.', 'mason', ' ', 'into', 'his', ' ', 'mode', 'and', 'starts', ' ', 'out', 'that', 'old', '-', 'fashioned', 'jewish', ' ', 'to', 'other', 'people', 'as', 'well', 'as', 'to', 'himself', '\n']"," the best moments in the show occur at the beginning and the end and occasionally in the middle when mr. mason  into his  mode and starts  out that old-fashioned jewish  to other people as well as to himself 
"
"[' ', 'joseph', ' ', 'president', 'of', 'the', 'national', 'association', 'of', 'securities', 'dealers', 'which', 'oversees', 'the', 'nasdaq', 'computerized', 'trading', 'system', 'said', 'that', 'despite', 'the', 'rush', 'of', 'selling', 'he', 'never', 'considered', 'the', 'situation', 'an', 'emergency', '\n']"," joseph  president of the national association of securities dealers which oversees the nasdaq computerized trading system said that despite the rush of selling he never considered the situation an emergency 
"
"['  ', 'corp', '.', ""'s"", 'portfolio', 'introduced', 'in', 'europe', 'two', 'months', 'ago', 'and', 'in', 'the', 'u.s', '.', 'in', 'early', 'september', ' ', 'less', 'than', 'a', 'pound', 'costs', 'a', 'mere', '$', 'N', 'and', 'runs', 'on', 'three', '  ', 'yet', 'has', 'the', 'power', 'to', 'run', 'some', ' ', 'and', 'word', 'processing', 'programs', '\n']","  corp. 's portfolio introduced in europe two months ago and in the u.s. in early september  less than a pound costs a mere $ N and runs on three   yet has the power to run some  and word processing programs 
"
"[' ', 'like', 'many', 'others', 'mr', '.', ' ', 'took', 'notice', 'in', 'N', 'when', 'sony', 'in', 'a', 'classic', 'example', 'of', 'market', ' ', 'changed', 'the', 'plastic', 'skin', 'and', ' ', 'on', 'the', 'famous', ' ', 'line', 'of', 'portable', 'audio', 'equipment', 'and', 'created', 'the', 'my', 'first', 'sony', 'line', 'for', 'children', '\n']"," like many others mr.  took notice in N when sony in a classic example of market  changed the plastic skin and  on the famous  line of portable audio equipment and created the my first sony line for children 
"
"[' ', 'last', 'week', 'boeing', 'chairman', 'frank', ' ', 'sent', 'striking', 'workers', 'a', 'letter', 'saying', 'that', 'to', 'my', 'knowledge', 'boeing', ""'s"", 'offer', 'represents', 'the', 'best', 'overall', 'three', '-', 'year', 'contract', 'of', 'any', 'major', 'u.s', '.', 'industrial', 'firm', 'in', 'recent', 'history', '\n']"," last week boeing chairman frank  sent striking workers a letter saying that to my knowledge boeing 's offer represents the best overall three-year contract of any major u.s. industrial firm in recent history 
"
"[' ', 'on', 'friday', 'morning', 'before', 'the', 'market', ""'s"", 'sell', '-', 'off', 'the', 'business', 'leaders', 'issued', 'a', 'report', 'predicting', 'the', 'economy', 'would', 'grow', 'at', 'roughly', 'an', 'inflation', '-', 'adjusted', 'N', 'N', 'annual', 'rate', 'through', 'next', 'year', 'then', 'accelerate', ' ', 'in', 'N', '\n']"," on friday morning before the market 's sell-off the business leaders issued a report predicting the economy would grow at roughly an inflation-adjusted N N annual rate through next year then accelerate  in N 
"
"[' ', 'in', 'a', 'statement', 'friday', 'mr', '.', 'paul', 'challenged', 'the', 'regulators', ""'"", 'decision', 'saying', 'the', 'thrift', ""'s"", 'operating', 'losses', 'and', 'apparent', 'junk', '-', 'bond', 'losses', 'have', 'been', 'substantially', 'offset', 'by', 'gains', 'in', 'other', 'activities', 'of', 'the', 'bank', '\n']"," in a statement friday mr. paul challenged the regulators ' decision saying the thrift 's operating losses and apparent junk-bond losses have been substantially offset by gains in other activities of the bank 
"
"[' ', 'john', ' ', 'adobe', ""'s"", 'chief', 'executive', 'officer', 'said', 'the', 'mountain', 'view', 'calif', '.', 'company', 'has', 'been', 'receiving', 'N', 'calls', 'a', 'day', 'about', 'the', 'product', 'since', 'it', 'was', 'demonstrated', 'at', 'a', 'computer', 'publishing', 'conference', 'several', 'weeks', 'ago', '\n']"," john  adobe 's chief executive officer said the mountain view calif. company has been receiving N calls a day about the product since it was demonstrated at a computer publishing conference several weeks ago 
"
"[' ', 'perhaps', 'most', 'prominent', 'dow', 'chemical', 'co.', 'which', 'as', 'of', 'midyear', 'had', 'racked', 'up', 'eight', 'consecutive', 'record', 'quarters', 'is', 'expected', 'to', 'report', 'that', 'profit', 'decreased', 'in', 'the', 'latest', 'quarter', 'from', 'a', 'year', 'earlier', 'if', 'only', 'by', 'a', ' \n']"," perhaps most prominent dow chemical co. which as of midyear had racked up eight consecutive record quarters is expected to report that profit decreased in the latest quarter from a year earlier if only by a  
"
"[' ', 'the', ' ', 'are', 'gary', 'wilson', 'chief', 'financial', 'officer', 'of', 'walt', 'disney', 'co.', 'james', 'montgomery', 'chief', 'executive', 'officer', 'of', 'great', 'western', 'financial', 'corp', '.', 'and', 'peter', ' ', 'former', 'commissioner', 'of', 'baseball', 'and', 'now', 'a', 'private', 'investor', '\n']"," the  are gary wilson chief financial officer of walt disney co. james montgomery chief executive officer of great western financial corp. and peter  former commissioner of baseball and now a private investor 
"
"[' ', 'seeking', 'to', 'keep', 'justin', ""'s"", 'my', 'own', 'product', 'line', 'off', 'the', 'u.s', '.', 'market', 'sony', 'last', 'may', 'filed', 'a', 'suit', 'in', 'manhattan', 'federal', 'court', ' ', 'the', ' ', 'of', 'trademark', 'infringement', 'unfair', 'competition', 'and', 'other', 'violations', 'of', 'business', 'law', '\n']"," seeking to keep justin 's my own product line off the u.s. market sony last may filed a suit in manhattan federal court  the  of trademark infringement unfair competition and other violations of business law 
"
"[' ', 'the', 'junk', 'bond', 'market', 'is', 'in', 'a', 'state', 'of', 'gridlock', 'now', 'there', 'are', 'no', 'bids', 'only', 'offers', 'says', 'independent', 'investor', 'martin', 'd.', ' ', 'who', 'manages', 'nearly', '$', 'N', 'billion', 'and', 'who', 'recently', 'decided', 'to', 'buy', ' ', 'securities', 'for', 'a', 'new', 'fund', '\n']"," the junk bond market is in a state of gridlock now there are no bids only offers says independent investor martin d.  who manages nearly $ N billion and who recently decided to buy  securities for a new fund 
"
"[' ', 'you', 'had', 'a', 'week', 'of', 'a', 'deteriorating', 'junk', '-', 'bond', 'market', 'that', 'ran', ' ', 'into', 'the', 'news', 'on', 'friday', 'about', 'what', 'appeared', 'to', 'be', 'happening', 'to', 'the', 'bank', 'debt', 'market', 'says', 'steven', ' ', 'a', 'partner', 'and', 'merger', 'specialist', 'with', 'lazard', ' ', '&', 'co', '\n']"," you had a week of a deteriorating junk-bond market that ran  into the news on friday about what appeared to be happening to the bank debt market says steven  a partner and merger specialist with lazard  & co 
"
"[' ', 'in', 'addition', 'sen', '.', ' ', 'last', 'week', 'disclosed', 'that', 'he', ' ', 'had', 'paid', '$', 'N', 'to', 'american', 'continental', 'as', ' ', 'for', 'trips', 'he', 'and', 'his', 'family', 'took', 'aboard', 'the', 'corporate', 'jet', 'to', 'mr', '.', 'keating', ""'s"", 'vacation', 'home', 'at', 'cat', ' ', 'the', ' ', 'from', 'N', 'through', 'N', '\n']"," in addition sen.  last week disclosed that he  had paid $ N to american continental as  for trips he and his family took aboard the corporate jet to mr. keating 's vacation home at cat  the  from N through N 
"
"[' ', 'from', 'the', 'investors', ""'"", 'standpoint', 'institutions', 'and', 'individuals', 'learned', 'a', 'painful', 'lesson', 'by', 'selling', 'at', 'the', 'lows', 'on', 'black', 'monday', 'said', 'stephen', 'boesel', 'manager', 'of', 'the', '$', 'N', 'million', 't.', 'rowe', 'price', 'growth', 'and', 'income', 'fund', '\n']"," from the investors ' standpoint institutions and individuals learned a painful lesson by selling at the lows on black monday said stephen boesel manager of the $ N million t. rowe price growth and income fund 
"
"[' ', 'under', 'the', 'latest', 'offer', 'hk$', 'N', 'million', 'us$', 'N', 'million', 'of', 'three', '-', 'year', 'warrants', 'will', 'be', 'issued', 'in', 'london', 'each', 'giving', 'buyers', 'the', 'right', 'to', 'buy', 'one', 'hong', 'kong', 'telecommunications', 'share', 'at', 'a', 'price', 'to', 'be', 'determined', 'friday', '\n']"," under the latest offer hk$ N million us$ N million of three-year warrants will be issued in london each giving buyers the right to buy one hong kong telecommunications share at a price to be determined friday 
"
"[' ', 'gulf', 'resources', '&', 'chemical', 'corp', '.', 'said', 'it', 'agreed', 'to', 'pay', '$', 'N', 'million', 'as', 'part', 'of', 'an', 'accord', 'with', 'the', 'environmental', 'protection', 'agency', 'regarding', 'an', 'environmental', 'cleanup', 'of', 'a', '  ', 'the', 'company', 'formerly', 'operated', 'in', 'idaho', '\n']"," gulf resources & chemical corp. said it agreed to pay $ N million as part of an accord with the environmental protection agency regarding an environmental cleanup of a   the company formerly operated in idaho 
"
"[' ', 'in', 'july', 'the', 'company', 'reported', 'that', 'booming', 'sales', 'of', 'new', 'personal', 'computers', 'from', 'apple', 'and', 'ibm', 'had', 'resulted', 'in', 'net', 'income', 'more', 'than', 'doubling', 'for', 'its', 'fourth', 'quarter', 'ended', 'june', 'N', 'to', '$', 'N', 'million', 'or', 'N', 'cents', 'a', 'share', '\n']"," in july the company reported that booming sales of new personal computers from apple and ibm had resulted in net income more than doubling for its fourth quarter ended june N to $ N million or N cents a share 
"
"[' ', 'we', 'found', 'with', 'the', 'size', 'of', 'our', 'media', 'purchases', 'that', 'an', 'ad', 'agency', 'could', 'do', 'just', 'as', 'good', 'a', 'job', 'at', 'significantly', 'lower', 'cost', 'said', 'the', 'spokesman', 'who', 'declined', 'to', 'specify', 'how', 'much', 'rjr', 'spends', 'on', 'network', 'television', 'time', '\n']"," we found with the size of our media purchases that an ad agency could do just as good a job at significantly lower cost said the spokesman who declined to specify how much rjr spends on network television time 
"
"[' ', 'mr', '.', ' ', 'estimated', 'that', 'merck', ""'s"", 'profit', 'for', 'the', 'quarter', 'rose', 'by', 'about', 'N', 'N', 'propelled', 'by', 'sales', 'of', 'its', ' ', 'of', 'fast', '-', 'growing', 'prescription', 'drugs', 'including', 'its', ' ', 'drug', ' ', 'a', 'high', 'blood', 'pressure', 'medicine', '  ', 'an', ' ', 'and', ' ', 'an', ' ', 'medication', '\n']"," mr.  estimated that merck 's profit for the quarter rose by about N N propelled by sales of its  of fast-growing prescription drugs including its  drug  a high blood pressure medicine   an  and  an  medication 
"
"[' ', 'i', 'think', 'the', 'friday', 'report', 'combined', 'with', 'the', 'actions', 'of', 'the', 'fed', 'weakened', 'the', 'belief', 'that', 'there', 'was', 'going', 'to', 'be', 'an', 'imminent', 'easing', 'of', 'monetary', 'policy', 'said', 'robert', ' ', 'chief', 'economist', 'at', 'northern', 'trust', 'co.', 'in', 'chicago', '\n']"," i think the friday report combined with the actions of the fed weakened the belief that there was going to be an imminent easing of monetary policy said robert  chief economist at northern trust co. in chicago 
"
"[' ', 'the', 'amended', 'filings', 'were', 'required', 'because', 'of', 'the', 'new', 'agreement', 'between', 'axa', 'and', ' ', 'and', 'to', 'reflect', 'the', 'extension', 'that', 'sir', 'james', 'received', 'last', 'month', 'under', 'british', 'takeover', 'rules', 'to', 'complete', 'his', 'proposed', 'acquisition', '\n']"," the amended filings were required because of the new agreement between axa and  and to reflect the extension that sir james received last month under british takeover rules to complete his proposed acquisition 
"
"[' ', 'for', 'example', 'the', 'premium', 'as', 'a', 'percentage', 'of', 'the', 'stock', 'price', 'for', 'certain', 'puts', 'on', 'eli', 'lilly', '&', 'co.', 'moved', 'up', 'from', 'N', 'N', 'at', 'thursday', ""'s"", 'close', 'to', 'only', 'N', 'N', 'at', 'friday', ""'s"", 'close', 'even', 'though', 'the', 'shares', 'dropped', 'more', 'than', '$', 'N', '\n']"," for example the premium as a percentage of the stock price for certain puts on eli lilly & co. moved up from N N at thursday 's close to only N N at friday 's close even though the shares dropped more than $ N 
"
"[' ', 'despite', 'rumors', 'that', 'the', 'tva', ""'s"", 'long', '-', 'awaited', 'offering', 'would', 'be', 'postponed', 'because', 'of', 'the', 'debacle', 'in', 'the', 'equity', 'markets', 'sources', 'in', 'the', 'underwriting', 'syndicate', 'said', 'they', 'expect', 'the', 'issue', 'will', 'be', 'priced', 'as', 'scheduled', '\n']"," despite rumors that the tva 's long-awaited offering would be postponed because of the debacle in the equity markets sources in the underwriting syndicate said they expect the issue will be priced as scheduled 
"
"[' ', 'for', 'the', 'next', 'two', 'years', 'the', 'bank', 'board', 'which', 'at', 'the', 'time', 'was', 'the', 'agency', 'responsible', 'for', ' ', 'thrifts', 'failed', 'to', 'act', 'even', 'after', 'federal', 'auditors', 'warned', 'in', 'may', 'N', 'that', 'mr', '.', 'keating', 'had', 'caused', 'lincoln', 'to', 'become', 'insolvent', '\n']"," for the next two years the bank board which at the time was the agency responsible for  thrifts failed to act even after federal auditors warned in may N that mr. keating had caused lincoln to become insolvent 
"
"[' ', 'on', 'another', 'issue', ' ', 'were', 'told', 'how', 'their', 'national', 'intelligence', 'agency', 'the', ' ', 'regularly', 'monitored', 'the', 'telephone', 'conversations', 'of', 'prominent', 'figures', 'including', 'key', 'opposition', 'politicians', 'journalists', 'and', ' ', 'cabinet', 'members', '\n']"," on another issue  were told how their national intelligence agency the  regularly monitored the telephone conversations of prominent figures including key opposition politicians journalists and  cabinet members 
"
"[' ', 'while', 'the', 'japanese', 'have', 'embraced', 'the', 'compact', 'packaging', 'and', 'convenience', 'of', 'concentrated', 'products', 'the', 'true', 'test', 'for', 'p&g', 'will', 'be', 'in', 'the', '$', 'N', 'billion', 'u.s', '.', 'detergent', 'market', 'where', 'growth', 'is', 'slow', 'and', ' ', 'have', 'gained', ' ', 'over', ' \n']"," while the japanese have embraced the compact packaging and convenience of concentrated products the true test for p&g will be in the $ N billion u.s. detergent market where growth is slow and  have gained  over  
"
"[' ', 'i', 'think', 'what', 'bothered', 'me', 'most', 'about', 'the', 'piece', 'was', 'that', 'there', 'seemed', 'to', 'be', 'an', 'underlying', 'attitude', 'to', 'tell', 'your', 'readers', 'all', 'is', 'well', 'if', 'you', ""'re"", 'getting', 'laid', 'off', 'do', ""n't"", 'worry', 'and', 'if', 'you', ""'re"", ' ', 'it', ""'s"", 'a', 'seller', ""'s"", 'market', '\n']"," i think what bothered me most about the piece was that there seemed to be an underlying attitude to tell your readers all is well if you 're getting laid off do n't worry and if you 're  it 's a seller 's market 
"
"[' ', 'they', 'hope', 'the', 'foreign', 'deals', 'will', 'divide', 'the', 'hollywood', 'opposition', 'and', ' ', 'congress', 'to', 'push', 'for', 'ending', 'federal', 'rules', 'that', 'prohibit', 'the', 'networks', 'from', ' ', 'a', 'piece', 'of', ' ', 'sales', 'and', 'owning', 'part', 'of', 'the', 'shows', 'they', 'put', 'on', 'the', 'air', '\n']"," they hope the foreign deals will divide the hollywood opposition and  congress to push for ending federal rules that prohibit the networks from  a piece of  sales and owning part of the shows they put on the air 
"
"[' ', 'we', ""'re"", 'certainly', 'looking', 'at', 'some', 'power', 'generating', 'projects', 'in', 'england', 'said', 'bruce', ' ', 'vice', 'president', 'corporate', 'strategy', 'and', 'corporate', 'planning', 'with', 'enron', 'corp', '.', 'houston', 'a', 'big', 'natural', 'gas', 'producer', 'and', 'pipeline', 'operator', '\n']"," we 're certainly looking at some power generating projects in england said bruce  vice president corporate strategy and corporate planning with enron corp. houston a big natural gas producer and pipeline operator 
"
"[' ', 'major', 'oil', 'companies', 'in', 'the', 'next', 'few', 'days', 'are', 'expected', 'to', 'report', 'much', 'less', 'robust', 'earnings', 'than', 'they', 'did', 'for', 'the', 'third', 'quarter', 'a', 'year', 'ago', 'largely', 'reflecting', 'deteriorating', 'chemical', 'prices', 'and', 'gasoline', 'profitability', '\n']"," major oil companies in the next few days are expected to report much less robust earnings than they did for the third quarter a year ago largely reflecting deteriorating chemical prices and gasoline profitability 
"
"[' ', 'the', 'hong', 'kong', 'telecommunications', 'warrants', 'should', 'be', 'attractive', 'to', 'buyers', 'in', 'europe', 'the', 'bankers', 'added', 'because', 'the', 'group', 'is', 'one', 'of', 'a', 'handful', 'of', 'blue', '-', 'chip', 'stocks', 'on', 'the', 'hong', 'kong', 'market', 'that', 'has', 'international', 'appeal', '\n']"," the hong kong telecommunications warrants should be attractive to buyers in europe the bankers added because the group is one of a handful of blue-chip stocks on the hong kong market that has international appeal 
"
"[' ', 'neil', ' ', 'whose', 'new', 'york', '-', 'based', ' ', 'capital', 'partners', 'had', 'converted', 'N', 'N', 'of', 'its', '$', 'N', 'million', 'investment', 'pool', 'to', 'cash', 'in', 'recent', 'months', 'said', 'he', 'was', 'besieged', 'by', 'wall', 'street', 'firms', 'friday', 'asking', 'him', 'to', 'take', 'stock', 'off', 'their', 'hands', '\n']"," neil  whose new york-based  capital partners had converted N N of its $ N million investment pool to cash in recent months said he was besieged by wall street firms friday asking him to take stock off their hands 
"
"[' ', 'senate', 'republicans', 'expressed', 'the', 'hope', 'that', 'the', 'house', 'would', 'follow', 'the', 'lead', 'of', 'the', 'senate', 'which', 'on', 'friday', 'agreed', 'to', 'drop', 'a', 'variety', 'of', 'spending', 'measures', 'and', 'tax', 'breaks', 'that', 'would', 'have', 'increased', 'the', 'fiscal', 'N', 'deficit', '\n']"," senate republicans expressed the hope that the house would follow the lead of the senate which on friday agreed to drop a variety of spending measures and tax breaks that would have increased the fiscal N deficit 
"
"[' ', 'another', 'big', 'polyethylene', 'producer', 'union', 'carbide', 'corp', '.', 'is', 'expected', 'to', 'post', 'profit', 'of', 'between', '$', 'N', 'a', 'share', 'and', '$', 'N', 'compared', 'with', '$', 'N', 'a', 'share', 'a', 'year', 'earlier', 'when', 'the', 'company', 'earned', '$', 'N', 'million', 'on', 'sales', 'of', '$', 'N', 'billion', '\n']"," another big polyethylene producer union carbide corp. is expected to post profit of between $ N a share and $ N compared with $ N a share a year earlier when the company earned $ N million on sales of $ N billion 
"
"['  ', 'assurances', 'of', 'france', 'gave', 'details', 'of', 'its', 'financing', 'plans', 'for', 'its', 'proposed', '$', 'N', 'billion', 'acquisition', 'of', 'farmers', 'group', 'inc', '.', 'in', 'amended', 'filings', 'with', 'insurance', 'regulators', 'in', 'the', 'nine', 'u.s', '.', 'states', 'where', 'farmers', 'operates', '\n']","  assurances of france gave details of its financing plans for its proposed $ N billion acquisition of farmers group inc. in amended filings with insurance regulators in the nine u.s. states where farmers operates 
"
"[' ', 'those', 'looking', 'for', 'real', '-', 'estate', 'bargains', 'in', ' ', 'metropolitan', 'areas', 'should', 'lock', 'in', 'leases', 'or', 'buy', 'now', 'those', 'looking', 'in', 'healthy', 'metropolitan', 'areas', 'should', 'take', 'a', 'short', '-', 'term', 'three', '-', 'year', 'lease', 'and', 'wait', 'for', 'the', 'bargains', 'ahead', '\n']"," those looking for real-estate bargains in  metropolitan areas should lock in leases or buy now those looking in healthy metropolitan areas should take a short-term three-year lease and wait for the bargains ahead 
"
"[' ', 'excluding', 'the', 'higher', 'tax', 'rate', 'which', 'rose', 'two', 'percentage', 'points', 'to', 'N', 'N', 'and', 'the', 'negative', 'exchange', 'rate', 'adjustment', 'the', 'company', 'would', 'have', 'met', 'analysts', ""'"", 'expectations', 'said', 'r.', 'wayne', ' ', 'an', 'analyst', 'with', 'goldman', 'sachs', '&', 'co', '\n']"," excluding the higher tax rate which rose two percentage points to N N and the negative exchange rate adjustment the company would have met analysts ' expectations said r. wayne  an analyst with goldman sachs & co 
"
"[' ', 'in', 'seattle', 'a', 'boeing', 'spokesman', 'explained', 'that', 'the', 'company', 'has', 'been', 'in', 'constant', 'communication', 'with', 'all', 'of', 'its', 'customers', 'and', 'that', 'it', 'was', 'impossible', 'to', 'predict', 'what', 'further', 'disruptions', 'might', 'be', 'triggered', 'by', 'the', 'strike', '\n']"," in seattle a boeing spokesman explained that the company has been in constant communication with all of its customers and that it was impossible to predict what further disruptions might be triggered by the strike 
"
"[' ', 'mr', '.', ' ', 'said', 'the', 'changes', 'represent', 'a', 'new', 'focus', 'in', 'the', 'magazine', 'industry', 'a', 'magazine', ""'s"", 'net', 'revenue', 'per', 'subscriber', 'or', 'the', 'actual', 'revenue', 'from', 'subscribers', 'after', 'discounts', 'and', 'the', 'cost', 'of', 'premiums', 'have', 'been', 'stripped', 'away', '\n']"," mr.  said the changes represent a new focus in the magazine industry a magazine 's net revenue per subscriber or the actual revenue from subscribers after discounts and the cost of premiums have been stripped away 
"
"[' ', 'the', 'explosion', 'of', 'junk', 'bonds', 'and', 'takeovers', 'has', ' ', 'a', 'lot', 'of', ' ', 'securities', 'in', 'the', 'hands', 'of', 'investors', 'and', 'loaded', 'the', 'corporations', 'that', 'are', 'the', ' ', 'of', 'takeovers', 'or', 'feared', 'takeovers', 'with', 'huge', 'amounts', 'of', 'debt', 'rather', 'than', 'equity', '\n']"," the explosion of junk bonds and takeovers has  a lot of  securities in the hands of investors and loaded the corporations that are the  of takeovers or feared takeovers with huge amounts of debt rather than equity 
"
"[' ', 'i', 'wonder', 'what', 'walter', ' ', 'will', 'think', 'of', 'the', ' ', 'broadcast', 'system', ' ', 'evening', 'news', 'with', 'dan', 'rather', 'broadcast', 'exclusively', 'from', 'tokyo', 'wrote', '  ', 'an', 'nbc', 'vice', 'president', 'in', 'a', 'commentary', 'in', 'last', 'week', ""'s"", 'issue', 'of', 'broadcasting', 'magazine', '\n']"," i wonder what walter  will think of the  broadcast system  evening news with dan rather broadcast exclusively from tokyo wrote   an nbc vice president in a commentary in last week 's issue of broadcasting magazine 
"
"[' ', 'as', 'other', ' ', 'governments', 'particularly', 'poland', 'and', 'the', 'soviet', 'union', 'have', 'recently', 'discovered', 'initial', 'steps', 'to', 'open', 'up', 'society', 'can', 'create', 'a', 'momentum', 'for', 'radical', 'change', 'that', 'becomes', 'difficult', 'if', 'not', 'impossible', 'to', 'control', '\n']"," as other  governments particularly poland and the soviet union have recently discovered initial steps to open up society can create a momentum for radical change that becomes difficult if not impossible to control 
"
"[' ', 'the', 'next', 'stage', 'is', 'to', 'get', 'beyond', 'the', 'opinion', 'leaders', 'who', 'use', 'us', 'as', 'a', 'point', 'of', 'reference', 'to', 'become', 'a', 'point', 'of', 'reference', 'at', 'ordinary', 'dinner', 'tables', 'says', 'jon', ' ', 'executive', 'vice', 'president', 'of', 'headline', 'news', ' ', ""'s"", 'sister', 'network', '\n']"," the next stage is to get beyond the opinion leaders who use us as a point of reference to become a point of reference at ordinary dinner tables says jon  executive vice president of headline news  's sister network 
"
"[' ', 'the', 'market', 'needs', 'a', 'strong', 'signal', 'that', 'we', ""'re"", 'serious', 'about', 'deficit', 'reduction', 'and', 'the', 'best', 'way', 'to', 'do', 'that', 'is', 'for', 'the', 'house', 'of', 'representatives', 'to', 'strip', 'their', 'bill', 'of', 'similar', 'provisions', 'sen', '.', 'warren', ' ', 'r.', ' ', 'said', 'yesterday', '\n']"," the market needs a strong signal that we 're serious about deficit reduction and the best way to do that is for the house of representatives to strip their bill of similar provisions sen. warren  r.  said yesterday 
"
"[' ', 'according', 'to', 'the', 'program', ""'s"", 'publicity', 'prospectus', 'capital', 'city', 'set', 'at', '  ', 'a', '  ', 'securities', 'firm', 'with', '#', 'N', 'million', 'capital', 'follows', 'the', 'fortunes', 'of', 'a', ' ', 'team', 'of', 'young', ' ', 'dealers', 'hired', 'for', 'their', 'particular', ' ', 'of', 'style', ' ', 'and', 'energy', '\n']"," according to the program 's publicity prospectus capital city set at   a   securities firm with # N million capital follows the fortunes of a  team of young  dealers hired for their particular  of style  and energy 
"
"[' ', 'in', 'may', 'N', 'the', 'working', 'group', 'made', 'up', 'of', 'representatives', 'from', 'the', 'federal', 'reserve', 'the', 'treasury', 'the', 'securities', 'and', 'exchange', 'commission', 'and', 'the', 'commodity', 'futures', 'trading', 'commission', 'finally', 'endorsed', 'only', 'circuit', 'breakers', '\n']"," in may N the working group made up of representatives from the federal reserve the treasury the securities and exchange commission and the commodity futures trading commission finally endorsed only circuit breakers 
"
"[' ', 'giant', 'a', 'beverly', 'hills', 'calif', '.', 'collection', 'of', 'companies', 'that', 'is', 'controlled', 'by', 'hollywood', 'producer', 'burt', 'sugarman', 'did', ""n't"", 'give', 'a', 'reason', 'for', ' ', 'its', 'plan', 'to', 'acquire', 'the', 'airline', 'and', ' ', 'officials', 'could', ""n't"", 'be', 'reached', 'for', 'comment', '\n']"," giant a beverly hills calif. collection of companies that is controlled by hollywood producer burt sugarman did n't give a reason for  its plan to acquire the airline and  officials could n't be reached for comment 
"
"[' ', 'freeport', '-', 'mcmoran', 'inc', '.', 'said', 'a', 'temporary', ' ', 'of', 'operations', 'at', 'its', ' ', 'bridge', ' ', 'facility', 'in', '  ', 'will', 'result', 'in', 'slight', 'earnings', 'improvement', 'to', 'both', 'the', 'company', 'and', 'its', 'freeport', '-', 'mcmoran', 'resource', 'partners', 'limited', 'partnership', 'unit', '\n']"," freeport-mcmoran inc. said a temporary  of operations at its  bridge  facility in   will result in slight earnings improvement to both the company and its freeport-mcmoran resource partners limited partnership unit 
"
"[' ', 'previous', 'efforts', 'have', 'included', 'musical', 'ads', 'featuring', 'simple', ' ', 'chips', 'that', 'play', 'a', 'tune', 'but', 'the', 'voice', ' ', 'in', 'this', 'effort', 'is', 'much', 'more', 'sophisticated', 'with', 'none', 'of', 'the', '  ', 'that', 'one', ' ', 'for', 'example', 'when', 'calling', 'telephone', ' ', 'services', '\n']"," previous efforts have included musical ads featuring simple  chips that play a tune but the voice  in this effort is much more sophisticated with none of the   that one  for example when calling telephone  services 
"
"[' ', 'the', 'second', 'u.s', '.', 'circuit', 'court', 'of', 'appeals', 'opinion', 'in', 'the', '  ', 'case', 'did', 'not', ' ', 'the', 'position', 'pennzoil', 'co.', 'took', 'in', 'its', 'dispute', 'with', 'texaco', 'contrary', 'to', 'your', 'sept', '.', 'N', 'article', 'court', 'backs', 'texaco', ""'s"", 'view', 'in', 'pennzoil', 'case', 'too', 'late', '\n']"," the second u.s. circuit court of appeals opinion in the   case did not  the position pennzoil co. took in its dispute with texaco contrary to your sept. N article court backs texaco 's view in pennzoil case too late 
"
"[' ', 'centrust', 'savings', 'bank', 'said', 'federal', 'thrift', 'regulators', 'ordered', 'it', 'to', 'suspend', 'dividend', 'payments', 'on', 'its', 'two', 'classes', 'of', 'preferred', 'stock', 'indicating', 'that', 'regulators', ""'"", 'concerns', 'about', 'the', 'troubled', 'institution', 'have', 'heightened', '\n']"," centrust savings bank said federal thrift regulators ordered it to suspend dividend payments on its two classes of preferred stock indicating that regulators ' concerns about the troubled institution have heightened 
"
